seed,dimension,count,max_pair_dot,allowed_max_dot,passed
20260731,32,8192,0.7788164706034688,0.15523331258615458,False
20260731,48,8,0.4626669795080825,0.7002039093527411,True
20260731,48,16,0.4626669795080825,0.6699474848044895,True
20260731,48,32,0.4626669795080825,0.639691060256238,True
20260731,48,64,0.4654470208880662,0.6094346357079864,True
20260731,48,128,0.50837603153413,0.5791782111597348,True
20260731,48,256,0.566098057030261,0.5489217866114833,False
20260731,48,512,0.6017081004879401,0.5186653620632317,False
20260731,48,1024,0.6354485398027621,0.48840893751498005,False
20260731,48,2048,0.6354485398027621,0.45815251296672854,False
20260731,48,4096,0.6710359861591089,0.4278960884184769,False
20260731,48,8192,0.7061953660800567,0.3976396638702254,False
20260731,64,8,0.32449041962228153,0.7470513543703977,True
20260731,64,16,0.32449041962228153,0.724359035959209,True
20260731,64,32,0.4050766102744325,0.7016667175480205,True
20260731,64,64,0.4050766102744325,0.6789743991368317,True
20260731,64,128,0.4544096821061806,0.6562820807256431,True
20260731,64,256,0.48536634292050534,0.6335897623144543,True
20260731,64,512,0.4988767006691249,0.6108974439032656,True
20260731,64,1024,0.5291461528205263,0.588205125492077,True
20260731,64,2048,0.5621273404787571,0.5655128070808882,True
20260731,64,4096,0.5846416674951549,0.5428204886696997,False
20260731,64,8192,0.620610154559301,0.5201281702585109,False
20260731,80,8,0.22995941541155118,0.7757232529147324,True
20260731,80,16,0.24689475254491638,0.7575693981857815,True
20260731,80,32,0.31844534706135363,0.7394155434568306,True
20260731,80,64,0.33607519388310514,0.7212616887278795,True
20260731,80,128,0.41405669114479904,0.7031078339989286,True
20260731,80,256,0.45720475584645753,0.6849539792699777,True
20260731,80,512,0.45753590405749195,0.6668001245410267,True
20260731,80,1024,0.5061074888769664,0.6486462698120757,True
20260731,80,2048,0.5159844423627514,0.6304924150831248,True
20260731,80,4096,0.5490314022207162,0.6123385603541739,True
20260731,80,8192,0.576366335930831,0.594184705625223,True
20260732,32,8,0.2988571575113423,0.6090796808099284,True
20260732,32,16,0.34242710454832276,0.563695043987551,True
20260732,32,32,0.49036130960968854,0.5183104071651735,True
20260732,32,64,0.5982067108530018,0.47292577034279626,False
20260732,32,128,0.6506180719856148,0.4275411335204188,False
20260732,32,256,0.720302952465313,0.3821564966980414,False
20260732,32,512,0.720302952465313,0.33677185987566416,False
20260732,32,1024,0.7864141474326916,0.2913872230532867,False
20260732,32,2048,0.7864141474326916,0.24600258623090943,False
20260732,32,4096,0.7864141474326916,0.20061794940853206,False
20260732,32,8192,0.7933439111877888,0.15523331258615458,False
20260732,48,8,0.2640651898004793,0.7002039093527411,True
20260732,48,16,0.2922818971606186,0.6699474848044895,True
20260732,48,32,0.4362146955160119,0.639691060256238,True
20260732,48,64,0.448953197903518,0.6094346357079864,True
20260732,48,128,0.5067844890041712,0.5791782111597348,True
20260732,48,256,0.5719434170559028,0.5489217866114833,False
20260732,48,512,0.6095389316134867,0.5186653620632317,False
20260732,48,1024,0.6095389316134867,0.48840893751498005,False
20260732,48,2048,0.6401971952555823,0.45815251296672854,False
20260732,48,4096,0.6401971952555823,0.4278960884184769,False
20260732,48,8192,0.6867606588284554,0.3976396638702254,False
20260732,64,8,0.16502456074669855,0.7470513543703977,True
20260732,64,16,0.2750519695777177,0.724359035959209,True
20260732,64,32,0.335513892523285,0.7016667175480205,True
20260732,64,64,0.41007363292110344,0.6789743991368317,True
20260732,64,128,0.43630914743835497,0.6562820807256431,True
20260732,64,256,0.4503806208129072,0.6335897623144543,True
20260732,64,512,0.5565810306762113,0.6108974439032656,True
20260732,64,1024,0.5565810306762113,0.588205125492077,True
20260732,64,2048,0.5721414548831925,0.5655128070808882,False
20260732,64,4096,0.5842995776199855,0.5428204886696997,False
20260732,64,8192,0.6230904530579117,0.5201281702585109,False
20260732,80,8,0.30582397470050937,0.7757232529147324,True
20260732,80,16,0.3124417518635674,0.7575693981857815,True
20260732,80,32,0.3124417518635674,0.7394155434568306,True
20260732,80,64,0.4271779817274925,0.7212616887278795,True
20260732,80,128,0.44226476780436713,0.7031078339989286,True
20260732,80,256,0.44226476780436713,0.6849539792699777,True
20260732,80,512,0.47926026929289783,0.6668001245410267,True
20260732,80,1024,0.4962417196048481,0.6486462698120757,True
20260732,80,2048,0.5567449776252757,0.6304924150831248,True
20260732,80,4096,0.5567449776252757,0.6123385603541739,True
20260732,80,8192,0.5633251103686249,0.594184705625223,True
20260733,32,8,0.3433912383078878,0.6090796808099284,True
20260733,32,16,0.3764051835644874,0.563695043987551,True
20260733,32,32,0.5311724319349657,0.5183104071651735,False
20260733,32,64,0.6013266988196536,0.47292577034279626,False
20260733,32,128,0.6060876979590262,0.4275411335204188,False
20260733,32,256,0.6787989198805514,0.3821564966980414,False
20260733,32,512,0.6787989198805514,0.33677185987566416,False
20260733,32,1024,0.6885033402818336,0.2913872230532867,False
20260733,32,2048,0.7485594385022504,0.24600258623090943,False
20260733,32,4096,0.7585686338384398,0.20061794940853206,False
20260733,32,8192,0.7728870639454064,0.15523331258615458,False
20260733,48,8,0.2956845856008614,0.7002039093527411,True
20260733,48,16,0.35643186072756916,0.6699474848044895,True
20260733,48,32,0.39724753124016077,0.639691060256238,True
20260733,48,64,0.4774452362811072,0.6094346357079864,True
20260733,48,128,0.5980787877242453,0.5791782111597348,False
20260733,48,256,0.5980787877242453,0.5489217866114833,False
20260733,48,512,0.5980787877242453,0.5186653620632317,False
20260733,48,1024,0.6050385720487294,0.48840893751498005,False
20260733,48,2048,0.6185204158894789,0.45815251296672854,False
20260733,48,4096,0.6865456293141651,0.4278960884184769,False
20260733,48,8192,0.6865456293141651,0.3976396638702254,False
20260733,64,8,0.2376219426505095,0.7470513543703977,True
20260733,64,16,0.2841876693382448,0.724359035959209,True
20260733,64,32,0.35072376282800866,0.7016667175480205,True
20260733,64,64,0.5080574302502158,0.6789743991368317,True
20260733,64,128,0.5080574302502158,0.6562820807256431,True
20260733,64,256,0.5080574302502158,0.6335897623144543,True
20260733,64,512,0.5080574302502158,0.6108974439032656,True
20260733,64,1024,0.5471537865095453,0.588205125492077,True
20260733,64,2048,0.601065864767465,0.5655128070808882,False
20260733,64,4096,0.601065864767465,0.5428204886696997,False
20260733,64,8192,0.6815128265404599,0.5201281702585109,False
20260733,80,8,0.37578703734770896,0.7757232529147324,True
20260733,80,16,0.37578703734770896,0.7575693981857815,True
20260733,80,32,0.37578703734770896,0.7394155434568306,True
20260733,80,64,0.37578703734770896,0.7212616887278795,True
20260733,80,128,0.41952312260867264,0.7031078339989286,True
20260733,80,256,0.45431288585820345,0.6849539792699777,True
20260733,80,512,0.45928260346676775,0.6668001245410267,True
20260733,80,1024,0.4717934001326688,0.6486462698120757,True
20260733,80,2048,0.5272569171973328,0.6304924150831248,True
20260733,80,4096,0.5272569171973328,0.6123385603541739,True
20260733,80,8192,0.5703028576998064,0.594184705625223,True
20260734,32,8,0.3583357363020123,0.6090796808099284,True
20260734,32,16,0.41398353174119,0.563695043987551,True
20260734,32,32,0.6540360326199965,0.5183104071651735,False
20260734,32,64,0.6540360326199965,0.47292577034279626,False
20260734,32,128,0.6540360326199965,0.4275411335204188,False
20260734,32,256,0.6540360326199965,0.3821564966980414,False
20260734,32,512,0.7253280578376332,0.33677185987566416,False
20260734,32,1024,0.7253280578376332,0.2913872230532867,False
20260734,32,2048,0.7494160323256782,0.24600258623090943,False
20260734,32,4096,0.7683055718944788,0.20061794940853206,False
20260734,32,8192,0.8090965072799828,0.15523331258615458,False
20260734,48,8,0.31449803445410907,0.7002039093527411,True
20260734,48,16,0.36772265363886625,0.6699474848044895,True
20260734,48,32,0.38544064969570124,0.639691060256238,True
20260734,48,64,0.48737489837598996,0.6094346357079864,True
20260734,48,128,0.48737489837598996,0.5791782111597348,True
20260734,48,256,0.5128803766494044,0.5489217866114833,True
20260734,48,512,0.6156596157653728,0.5186653620632317,False
20260734,48,1024,0.6156596157653728,0.48840893751498005,False
20260734,48,2048,0.6196469976958761,0.45815251296672854,False
20260734,48,4096,0.6790448786695564,0.4278960884184769,False
20260734,48,8192,0.6863288837779051,0.3976396638702254,False
20260734,64,8,0.17414717692347226,0.7470513543703977,True
20260734,64,16,0.28633480398217837,0.724359035959209,True
20260734,64,32,0.33479133785775145,0.7016667175480205,True
20260734,64,64,0.4050372063669846,0.6789743991368317,True
20260734,64,128,0.4499988818678635,0.6562820807256431,True
20260734,64,256,0.47365958419513265,0.6335897623144543,True
20260734,64,512,0.49138937212108325,0.6108974439032656,True
20260734,64,1024,0.5668824809589899,0.588205125492077,True
20260734,64,2048,0.5675904626905318,0.5655128070808882,False
20260734,64,4096,0.6222775740529776,0.5428204886696997,False
20260734,64,8192,0.6222775740529776,0.5201281702585109,False
20260734,80,8,0.2050846265570703,0.7757232529147324,True
20260734,80,16,0.2053143654669342,0.7575693981857815,True
20260734,80,32,0.3427993641976479,0.7394155434568306,True
20260734,80,64,0.38660142796062313,0.7212616887278795,True
20260734,80,128,0.395427539126562,0.7031078339989286,True
20260734,80,256,0.40966229916566926,0.6849539792699777,True
20260734,80,512,0.4502338342903184,0.6668001245410267,True
20260734,80,1024,0.47920064265575163,0.6486462698120757,True
20260734,80,2048,0.5268038951625854,0.6304924150831248,True
20260734,80,4096,0.5719934894922052,0.6123385603541739,True
20260734,80,8192,0.5793171115616225,0.594184705625223,True
