seed,dimension,count,query_index,query_w2,allowed_query_radius,log_error_upper,log_theorem_bound,bound_passed
20260730,140,69,55,0.06255432421712244,0.06950480468569159,-671.0765081063375,-1.5677471079645748,True
20260730,140,69,56,0.06255432421712244,0.06950480468569159,-729.0487549862315,-1.5677471079645748,True
20260730,140,69,57,0.06255432421712244,0.06950480468569159,-737.1954706707436,-1.5677471079645748,True
20260730,140,69,58,0.06255432421712244,0.06950480468569159,-658.6110550077594,-1.5677471079645748,True
20260730,140,69,59,0.06255432421712244,0.06950480468569159,-643.1822787514169,-1.5677471079645748,True
20260730,140,69,60,0.06255432421712244,0.06950480468569159,-746.2306707914915,-1.5677471079645748,True
20260730,140,69,61,0.06255432421712244,0.06950480468569159,-707.8941698559526,-1.5677471079645748,True
20260730,140,69,62,0.06255432421712244,0.06950480468569159,-750.1008949307788,-1.5677471079645748,True
20260730,140,69,63,0.06255432421712244,0.06950480468569159,-681.8549811769213,-1.5677471079645748,True
20260730,180,354,0,0.0276172385369497,0.030685820596610777,-905.7013834804521,-2.3853423122328326,True
20260730,180,354,1,0.0276172385369497,0.030685820596610777,-917.9854049121591,-2.3853423122328326,True
20260730,180,354,2,0.0276172385369497,0.030685820596610777,-879.3107947068363,-2.3853423122328326,True
20260730,180,354,3,0.0276172385369497,0.030685820596610777,-806.6567667554983,-2.3853423122328326,True
20260730,180,354,4,0.0276172385369497,0.030685820596610777,-901.7770154328242,-2.3853423122328326,True
20260730,180,354,5,0.0276172385369497,0.030685820596610777,-886.7634625054678,-2.3853423122328326,True
20260730,180,354,6,0.0276172385369497,0.030685820596610777,-874.9591778589863,-2.3853423122328326,True
20260730,180,354,7,0.0276172385369497,0.030685820596610777,-891.2213345786948,-2.3853423122328326,True
20260730,180,354,8,0.0276172385369497,0.030685820596610777,-862.9006022138744,-2.3853423122328326,True
20260730,180,354,9,0.0276172385369497,0.030685820596610777,-857.6739161493923,-2.3853423122328326,True
20260730,180,354,10,0.0276172385369497,0.030685820596610777,-816.1761208184902,-2.3853423122328326,True
20260730,180,354,11,0.0276172385369497,0.030685820596610777,-915.7671021517341,-2.3853423122328326,True
20260730,180,354,12,0.0276172385369497,0.030685820596610777,-791.9409353877656,-2.3853423122328326,True
20260730,180,354,13,0.0276172385369497,0.030685820596610777,-896.4055502597171,-2.3853423122328326,True
20260730,180,354,14,0.0276172385369497,0.030685820596610777,-893.4038995623112,-2.3853423122328326,True
20260730,180,354,15,0.0276172385369497,0.030685820596610777,-904.0185256976722,-2.3853423122328326,True
20260730,180,354,16,0.0276172385369497,0.030685820596610777,-903.2443797528416,-2.3853423122328326,True
20260730,180,354,17,0.0276172385369497,0.030685820596610777,-904.7181581856079,-2.3853423122328326,True
20260730,180,354,18,0.0276172385369497,0.030685820596610777,-888.4577149078663,-2.3853423122328326,True
20260730,180,354,19,0.0276172385369497,0.030685820596610777,-910.3000662180175,-2.3853423122328326,True
20260730,180,354,20,0.0276172385369497,0.030685820596610777,-862.2236706329503,-2.3853423122328326,True
20260730,180,354,21,0.0276172385369497,0.030685820596610777,-800.0452579141478,-2.3853423122328326,True
20260730,180,354,22,0.0276172385369497,0.030685820596610777,-824.5697708433745,-2.3853423122328326,True
20260730,180,354,23,0.0276172385369497,0.030685820596610777,-884.0955111023096,-2.3853423122328326,True
20260730,180,354,24,0.0276172385369497,0.030685820596610777,-880.8789237235893,-2.3853423122328326,True
20260730,180,354,25,0.0276172385369497,0.030685820596610777,-866.6666967140691,-2.3853423122328326,True
20260730,180,354,26,0.0276172385369497,0.030685820596610777,-870.2269045878437,-2.3853423122328326,True
20260730,180,354,27,0.0276172385369497,0.030685820596610777,-860.8561287604346,-2.3853423122328326,True
20260730,180,354,28,0.0276172385369497,0.030685820596610777,-875.0682510688918,-2.3853423122328326,True
20260730,180,354,29,0.0276172385369497,0.030685820596610777,-910.4789583335565,-2.3853423122328326,True
20260730,180,354,30,0.0276172385369497,0.030685820596610777,-824.7322455626717,-2.3853423122328326,True
20260730,180,354,31,0.0276172385369497,0.030685820596610777,-886.2979268682078,-2.3853423122328326,True
20260730,180,354,32,0.0276172385369497,0.030685820596610777,-912.4861616016476,-2.3853423122328326,True
20260730,180,354,33,0.0276172385369497,0.030685820596610777,-922.2616835843447,-2.3853423122328326,True
20260730,180,354,34,0.0276172385369497,0.030685820596610777,-875.2011308886279,-2.3853423122328326,True
20260730,180,354,35,0.0276172385369497,0.030685820596610777,-871.3777838127297,-2.3853423122328326,True
20260730,180,354,36,0.0276172385369497,0.030685820596610777,-860.686089837559,-2.3853423122328326,True
20260730,180,354,37,0.0276172385369497,0.030685820596610777,-862.0227183348952,-2.3853423122328326,True
20260730,180,354,38,0.0276172385369497,0.030685820596610777,-871.0733380503674,-2.3853423122328326,True
20260730,180,354,39,0.0276172385369497,0.030685820596610777,-860.7823981408654,-2.3853423122328326,True
20260730,180,354,40,0.0276172385369497,0.030685820596610777,-888.4402733735251,-2.3853423122328326,True
20260730,180,354,41,0.0276172385369497,0.030685820596610777,-899.7276258547053,-2.3853423122328326,True
20260730,180,354,42,0.0276172385369497,0.030685820596610777,-846.259171794227,-2.3853423122328326,True
20260730,180,354,43,0.0276172385369497,0.030685820596610777,-828.0768990277197,-2.3853423122328326,True
20260730,180,354,44,0.0276172385369497,0.030685820596610777,-924.244825383922,-2.3853423122328326,True
